9940239,0.2,0.14285714285714285,bandit,bandit algorithm,bandit problem,contextu bandit,context-fre bandit
3598588,0.0,0.0,dataset,wt10g dataset,evalu purpos,develop,appropri
4644622,0.2,0.07142857142857142,usag pattern,inform seek,social softwar,mobil phone,technolog usag
62825,0.2,0.3333333333333333,page chang,alloc phase,queri,chang track,continu queri
54303,0.2,0.25,activ,activ model,model activ,activ model activ,human activ
9629719,0.0,0.0,queri,rare queri,match queri,popular queri,queri time
4530378,0.0,0.0,web,web content,web search,local web,integr
494956,0.0,0.0,news,news articl,rank news,news search,news sourc
13064730,0.0,0.0,synchroniz choreographi,synchroniz servic,synchroniz problem,choreographi conform,synchroniz choreographi conform
10464296,0.0,0.0,wiki wiki,wiki system,wiki wiki system,wiki wiki softwar,central wiki wiki
280273,1.0,0.5,xml,key
1168781,0.4,0.2857142857142857,mobil applic,cam applic,mobil phone,mobil comput,mobil softwar
3884003,0.0,0.0,aggreg queri,data aggreg,client queri,data aggreg queri,data item
10524156,0.2,0.2,data api,mashup,api network,semantic-bas mashup,mashup navig
11034828,0.2,0.25,tag,tag recurr,tag suggest,social tag,social tag recurr
9900214,0.0,0.0,search,search system,explor search,person search,web search
10795381,0.0,0.0,facet,facet interfac,facet retriev,facet hierarchi,individu facet
1194809,0.2,0.16666666666666666,user,navig,user studi,back navig,user evalu
611826,0.0,0.0,proxi,such content,edg,fragment cach,client-sid proxi
13778833,0.0,0.0,cip,web page,system,construct cip,inform portal
10599039,0.2,0.3333333333333333,privaci,privaci manag,privaci polici,privaci prefer,collect privaci
4499757,0.0,0.0,web,web page,graph,web element,differ graph
506497,0.2,0.14285714285714285,social network,network analysi,model,social network analysi,generat model
3606160,0.0,0.0,data,data item,data sourc,dynam data,web data
11227602,0.2,0.2,relationship strength,model relationship,model relationship strength,heterogen relationship strength,social network
399111,0.4,0.18181818181818182,social network,web applic,semant web,co-authorship network,semant web applic
4411833,0.0,0.0,page,web page,content,same page,content-ful page
13505677,0.4,0.4,inform network,imag retriev,image-rich inform,irin,image-rich inform network
9324907,0.2,0.2,quicklink,quicklink select,result quicklink,websit,chosen quicklink
300908,0.25,0.1,vector graphic,scalabl vector,scalabl vector graphic,constraint extens
13530223,0.0,0.0,blogospher,bursti term,blog post,event,bursti evolut
4620314,0.2,0.25,web imag,web page,mobil web,automat web,web site
9919962,0.0,0.0,social network,sign link,negat link,slashdot,epinion
3781026,0.0,0.0,search queri,continu search,web search,continu search queri,web search queri
70733,0.0,0.0,adapt,map adapt,user,mobil,mobil system
5208196,0.0,0.0,user,user profil,search,search qualiti,search result
1021018,0.2,0.5,web search,search behavior,user search,search interact,web user
13061707,0.2,0.3333333333333333,twitter,credibl,twitter post,inform credibl,news
4339859,0.0,0.0,cf,cf approach,central cf,decentr cf,central cf approach
4606619,0.4,0.5,rank,rank techniqu,rank method,desktop search,basic rank
9899579,0.2,0.16666666666666666,javascript,javascript practic,insecur javascript,web javascript,insecur javascript practic
254899,0.2,0.125,web applic,applic vulner,applic secur,web applic vulner,web applic secur
69736,0.2,0.16666666666666666,ontolog map,ontolog glue,web ontolog,differ ontolog,other ontolog
9096332,0.0,0.0,similar,effici similar,algorithm,effici algorithm,comput similar
9228586,0.0,0.0,relat inform,content inform,relat object,use relat inform,search learn
13061595,0.4,0.5,log queri,queri log,search log,entiti extract,extract entiti
4478865,0.0,0.0,compar web,web user,compar page,compar content,compar web user
650974,0.0,0.0,content,content owner,site user,such content,extran content
10525233,0.0,0.0,authent,authent protocol,http authent,success authent,web authent
341457,0.4,0.3333333333333333,servic interfac,web servic,constraint,web servic interfac,servic convers
4335483,0.2,0.3333333333333333,xml schema,schema document,schema compon,xml schema document,xml schema compon
886716,0.2,0.2,search engin,web search,web search engin,web retriev,current search
1084549,0.0,0.0,vod servic,stream,stream video,stream playback,client
10814222,0.0,0.0,network,social network,network instanc,network anonym,network data
54487,0.0,0.0,ontolog,ontolog model,ontolog chang,well-known ontolog,mani ontolog
9098176,0.0,0.0,keyword proxim,compact connect,connect tree,rank compact,proxim search
1029161,0.0,0.0,name,attribut name,hattribut name,approach,data
4221270,0.0,0.0,keyword,advertis keyword,page,web page,new keyword
6746528,0.0,0.0,answer,yahoo answer,answer characterist,particular answer,answer rate
598819,0.0,0.0,hot spot,popular travers,spot identif,travers pattern,popular web
259993,0.0,0.0,dynam web,manag servic,dynam coordin,inform manag,web content
9947418,0.4,0.5,web applic,applic compon,webmail applic,privileg separ,web applic compon
3951262,0.2,0.25,affin rank,rank scheme,affin rank scheme,novel rank,inform
9605532,0.2,0.2,opinion,opinion integr,integr opinion,opinion integr opinion,user opinion
9415986,0.2,0.14285714285714285,review,review help,opinion,book review,follow review
9392629,0.2,0.2,mobil web,web activ,mobil devic,web studi,mobil web activ
1833006,0.0,0.0,applic,applic server,configur,server configur,applic server configur
4281337,0.4,0.3333333333333333,activ learn,text categor,text document,learn algorithm,categor model
4382315,0.2,0.25,anchor text,crawler,focus crawler,choic,decis tree
11639816,0.2,0.1111111111111111,model,session model,tast model,lda model,graphic model
375779,0.0,0.0,definit rank,rank definit,definit rank definit,rank svm,definit rank svm
11638887,0.2,0.25,result result,queri,result divers,result result divers,result diversif
4400590,0.0,0.0,colorblind user,edge-servic,effici edge-servic
9638439,0.0,0.0,bidterm,bidterm suggest,large-scal bidterm,bidterm consist,new bidterm
4358470,0.2,0.25,queri algebra,data,replic constraint,data dissemin,model data
4295146,0.6,0.5,xml applic,xvm,xml data,web-bas applic,xml process
178204,0.2,0.2,edg servic,edg server,edg servic architectur,edg servic system,object-bas edg
4311242,0.0,0.0,measur,proxim measur,abov measur,anchor-bas proxim measur,node
10071923,0.4,0.5,servic,web servic,servic composit,global constraint,global optim
37588,0.0,0.0,full-text index,web
13064442,0.2,0.16666666666666666,textbook,mani textbook,indian textbook,countri,enrich candid
91574,0.2,0.125,web page,web structur,document text,target document,target document text
11782911,0.0,0.0,hashtag,hashtag spread,polit hashtag,widely-adopt hashtag,widely-us hashtag
3713227,0.2,0.16666666666666666,retriev,retriev paradigm,navig,inform retriev,navigation-aid retriev
9450256,0.2,0.25,analysi,static analysi,control-flow analysi,static control-flow analysi,web applic
5935869,0.2,0.25,topic model,statist topic model,topic communiti,bridg topic model,network regular
11052867,0.2,0.3333333333333333,data,link data,data sourc,structur data,web data
3763098,0.2,0.2,web servic,avail web servic,coordin servic,servic infrastructur,coordin web servic
3604050,0.2,0.25,stream,data stream,stream window,landmark stream,data stream window
1244480,0.4,0.25,xml,represent,effici represent,internet,internet applic
4610235,0.0,0.0,websit topic,topic hierarchi,websit topic hierarchi,real websit,real websit topic
72036,0.0,0.0,wrapper learn,learn system,wrapper learn system,websit wrapper,websit wrapper learn
14316716,0.0,0.0,reward,entri,qualiti,monetari reward,endogen entri
204586,0.0,0.0,data,web cach,redund data,cach techniqu,index data
554346,0.4,0.2857142857142857,pagerank,static rank,web page,static featur,rank machin
13060588,0.2,0.25,factal,sourc,trustworthi sourc,sourc select,web sourc
10565631,0.0,0.0,data,data distribut,data skew,input data,web data
9589313,0.0,0.0,attack,social network,theft attack,autom attack,network site
4266814,0.2,0.25,inform retriev,search,effici search,peer-to-p inform retriev,model
634472,0.0,0.0,owl,owl fa,owl dl,owl fa semant,metamodel architectur
4358143,0.2,0.25,pagerank,pagerank score,graph pagerank,normal pagerank,standard pagerank
4343151,0.2,0.3333333333333333,past web,past page,browser,past web resourc,multipl past
13534577,0.4,0.5,trend,trend visualis,blog,trend analysi,blog mine
6713423,0.4,0.5,label,reachabl test,graph,mainten,increment mainten
10901561,0.0,0.0,sig,data,servic,web,data mashup
4614551,0.2,0.25,web,web document,document web,cluster web,web cluster
1008874,0.0,0.0,network,world network,network topolog,random network,network applic
5664663,0.0,0.0,queri,search queri,distinct queri,queri log,engin queri
4469495,0.0,0.0,epci,infring web,copyright infring,infring text,copyright infring web
43917,0.0,0.0,edutella,edutella queri,edutella network,edutella peer,project edutella
13062121,0.2,0.16666666666666666,corefer uri,object uri,object corefer,object corefer uri,semant corefer uri
983936,0.0,0.0,ad,new ad,right ad,user,rate
1708355,0.0,0.0,portabl channel,channel represent,servic surrog,portabl channel represent,full servic
3917596,0.0,0.0,url,differ url,dust,url request,differ url request
7827690,0.0,0.0,video,video repositori,video suggest,person video,youtub
597001,0.2,0.2,communic model,servic composit,web servic,web servic composit,synchron communic
11204787,0.2,0.25,web archiv,archiv web,web site,archiv web archiv,web archiv web
13060664,0.4,0.3333333333333333,word semant,semant related,word related,word semant related,semant analysi
13061601,0.0,0.0,social cascad,social network,social inform,social cascad provid,social interact
13062852,0.2,0.25,event,twitter,audienc reaction,event descript,entiti
488626,0.2,0.25,queri,queri substitut,origin queri,search queri,queri suggest
593939,0.2,0.3333333333333333,search result,result page,search engin,search result page,result record
12102,0.2,0.2,web servic,servic annot,web servic annot,semant web servic,servic composit
534480,0.2,0.16666666666666666,tag,cluster tag,tag system,current tag,cluster tag system
16381,0.0,0.0,semant web,semant annot,semant tag,semant web page,semtag
10267504,0.0,0.0,game,prefer,user prefer,label game,collabor game
4265928,0.0,0.0,estim,degre,corpus size,new estim,document degre
9933391,0.2,0.2,queri process,ir queri,ir queri process,graphic process,ir system
62822,0.2,0.14285714285714285,page,web page,page chang,web page chang,web chang
13060390,0.2,0.3333333333333333,topic,model topic,geograph topic,differ topic,sever topic
864474,0.0,0.0,webpod,webpod prototyp,webpod virtual,linux webpod,storag devic
9357379,0.2,0.16666666666666666,podcast,podcast prefer,podcast analysi,podcast content,win podcast
599990,0.4,0.5,rang queri,equal queri,index,index structur,discoveri applic
9678834,0.2,0.3333333333333333,recommend system,weight,weight valu,similar,base recommend
380379,0.0,0.0,product,product featur,product manufactur,opinion,various product
6330602,0.0,0.0,imag,imag search,repres imag,landmark,repres imag search
377638,0.2,0.09090909090909091,web,web page,non-visu web,web access,web brows
68146,0.2,0.1,web servic,bpel web,bpel web servic,composit web servic,model checker
4326312,0.0,0.0,web travers,travers pattern,mine,support threshold,web travers pattern
13023730,0.0,0.0,user profil,anonym profil,user privaci,anonym user,anonym user profil
96472,0.4,0.2222222222222222,educ,educ mediat,educ materi,educ activ,educ resourc
681261,0.2,0.2,adapt,adapt hypermedia,adapt mechan,adapt function,content-bas adapt
13061989,0.2,0.14285714285714285,related,related function,unifi related,news,news recommend
9452474,0.2,0.2,topic,multilingu topic,topic model,univers topic,languag
13190545,0.0,0.0,news news,news cluster,stori,topic,news articl
4503664,0.2,0.2,web servic,semant web,semant web servic,rosettanet specif,b2b integr
91646,0.2,0.2,matchmak,matchmak facilit,principl matchmak,match categor,system
4762660,0.0,0.0,servic,client,qos,qos monitor,client feedback
66974,0.4,0.4,control,admiss control,request,request schedul,control mechan
9413558,0.2,0.2,keyword,queri,queri log,keyword generat,keyword suggest keyword
812974,0.4,0.4,trustrank,topic trustrank,spam,spam web,web spam
882702,0.2,0.2,script,polici web,browser,inject script,script inject
13395437,0.4,0.4,social influenc,influenc effect,social influenc effect,homophili effect,social network
769309,0.0,0.0,qualiti model,network,qualiti aspect,servic,actual qualiti
259989,0.0,0.0,interact,dialog,interact manag,interact interfac,mixed-in dialog
555734,0.0,0.0,owl ontolog,debug owl,owl debug,debug owl ontolog,ontolog develop
11134938,0.2,0.25,folksonomi,automat folksonomi,folksonomi construct folksonomi,relat,user-specifi relat
963138,0.4,0.3333333333333333,object content,learn object,content repurpos,learn content,content model
10581378,0.0,0.0,network communiti,network cluster,approxim algorithm,object function,communiti detect
39868,0.0,0.0,custom,stream custom,adapt custom,custom applic,dynam custom
4284212,0.0,0.0,match agreement,servic consum,match provid,ws-agreement partner,semant ws-agreement
9748009,0.2,0.2,question,question recommend,recommend question,question recommend question,queri question
10514579,0.2,0.2,vandal,wikipedia vandal,vandal instanc,wikipedia articl,wikipedia vandal instanc
11798933,0.0,0.0,breakpoint breakpoint,page breakpoint,page breakpoint breakpoint,domain-specif breakpoint breakpoint,web page breakpoint
9598425,0.0,0.0,analysi system,news,news monitor,multilingu news,news articl
500235,0.0,0.0,fragment,web page,fragment detect fragment,flag fragment,manual fragment
9466892,0.0,0.0,web,web resid,thing,devic,comput devic
7819090,0.2,0.1111111111111111,tag,tag recommend,tag photo,flickr tag,user tag
10074391,0.0,0.0,user relev,relev term,relev feedback,user relev term,user relev feedback
14005258,0.2,0.2,human wayfind,inform,inform network,human search,inform space
10924972,0.2,0.3333333333333333,mc model,transit matrix,mc method,factor model,matrix factor
3922783,0.0,0.0,path,garout,path problem,longest path,p2p network
10461284,0.0,0.0,search,search engin,differ search,search result,search algorithm
1217973,0.25,0.1111111111111111,interact video,person,web-bas person,manag
431669,0.0,0.0,web site,web server,larg web,larg web site,web site perform
13060679,0.0,0.0,examin hypothesi,intent hypothesi,user search,search intent hypothesi,user click
4284207,0.3333333333333333,0.3333333333333333,web servic,matchmak,automat matchmak
11788753,0.2,0.2,test,test bucket,bucket test,test bucket test,sampl
527600,0.0,0.0,structur,uk site,web structur,websit,offic site
5643999,0.2,1.0,search engin,engin switch,search engin switch,search experi,web search engin
10048650,0.2,0.2,trust manag,reput manag,manag servic,manag system,manag framework
9063415,0.2,0.2,test,test case,regress test,test suit,test case priorit
9172289,0.0,0.0,advertis,onlin advertis,scheme,compat mechan,incent
13059932,0.0,0.0,entiti,attribut,attribut valu,digit camera,numer attribut
293077,0.2,0.16666666666666666,museum,museum collect,museum tour,museum web,person museum
1142421,0.2,0.1,news,web news,broadcast news,news stori,semant annot
13059042,0.2,0.25,entiti,entiti rank,relat entiti,queri entiti,entiti relationship
11858468,0.2,0.25,short url,popular,servic,popular lifetim,popular websit popular
4419686,0.4,0.25,present compon,ui integr,applic integr,compon model,present compon model
95405,0.2,0.16666666666666666,web,web content,web browser,semant web,web site
279164,0.25,0.2,mobil internet,internet usabl,mobil internet usabl,improv mobil internet
66979,0.2,0.125,respons time,admiss control,server respons,control scheme,server respons time
7176668,0.2,0.2,wikipedia,wikipedia infobox,infobox ontolog,wikipedia infobox ontolog,infobox-class ontolog
4422416,0.0,0.0,readabl assess,assess readabl,readabl assess readabl,assess readabl assess,site readabl
380453,0.2,0.16666666666666666,xml,xml screamer,xml parser,xml perform,perform xml
4185403,0.2,0.3333333333333333,similar,object,similar calcul,similar measur,similar spread
3603843,0.0,0.0,databas dblp,dblp databas,cites databas,dblp databas dblp,databas dblp databas
4381793,0.4,0.5,news event,event evolut,news affair,news event evolut,event evolut graph
9337434,0.0,0.0,tag similar,social tag,similar measur,tag similar measur,sever tag
275063,0.0,0.0,person pagerank,pagerank algorithm,person pagerank algorithm,unrestrict person pagerank,previous person pagerank
734068,0.2,0.25,pagerank,factor pagerank,pagerank valu,pagerank deriv,factor pagerank valu
11275613,0.0,0.0,tag path,path cluster,tag path cluster,record,path occurr
10057112,0.2,0.16666666666666666,mashup,spreadsheet,spreadsheet data,mashup develop,develop mashup
9019192,0.2,0.16666666666666666,communiti,communiti evolut,network,meaning communiti,network data
9524701,0.4,0.5,user,user profil,privat user,privaci,social network
3942651,0.0,0.0,bloom filter,cdn simul,memori requir,memory-effici cdn,memory-effici cdn simul
13059044,0.0,0.0,queri,queri log,ambiguous\/facet queri,search result,result diversif
4162302,0.0,0.0,children,school children,comput,underprivileg children,certain children
4340570,0.0,0.0,extract record,record extract,record extract record,extract record extract,adapt record
1229684,0.4,0.5,ic,owl,relat databas,constraint,integr constraint
13059085,0.6,0.75,graph,graph compress,web graph,social network,larg graph
5930084,0.0,0.0,user interest,social interest,common interest,interest discoveri,interest topic
9693036,0.2,0.2,network,social network,inform,inform propag,network site
4435465,0.2,0.25,syndic,syndic approach,express syndic,web syndic,syndic system
13063612,0.0,0.0,content,content qualiti,segment content,web page,main content
10563630,0.4,0.4,earthquak,detect earthquak,earthquak report,earthquak occurr,twitter
9319344,0.4,0.2222222222222222,social network,thread,discuss thread,slashdot,websit slashdot
9035229,0.0,0.0,graph,differ graph,singl graph,multipl graph,document
14265822,0.0,0.0,minwis,b-bit minwis,origin minwis,resembl,storag space
4234260,0.2,0.25,templat engin,separ,separ principl,strict separ,enforc separ
32784,0.2,0.2,newsgroup,mine newsgroup,mani newsgroup,newsgroup post,typic newsgroup
503869,0.2,0.1111111111111111,sctp,sctp featur,sctp design,sever sctp,transport
51476,0.0,0.0,network,p2p network,schema-bas network,base network,peer-to-p network
8185170,0.0,0.0,data cluster,cluster algorithm,data cluster algorithm,homogen data,homogen data cluster
10278781,0.0,0.0,object,object view,object share,share object,object share object
1845167,0.0,0.0,gateway,gnutella-web gateway,side,lesson,gnutella peer-to-p
9919614,0.0,0.0,twitter user,entir twitter,twitter site,entir twitter user,twitter user profil
84940,0.2,0.3333333333333333,web graph,webbas graph,larg web graph,webgraph,webgraph framework
6158247,0.0,0.0,rank inform,rank refin,rank function,rank inform retriev,base ranker
1229683,0.4,0.6666666666666666,structur object,reason,owl,hermit reason,connect structur object
812969,0.4,0.3333333333333333,spam page,web page,spam web,web spam,spam web page
9703157,0.2,0.2,question answer,cqa,past question answer,communiti question answer,automat question answer
1033807,0.2,0.2,polici test,mutat test,control polici,control polici test,polici test generat
11796084,0.2,0.25,sourc,web sourc,sourc select,sourc qualiti,sourc corrupt
101488,0.0,0.0,edusourc,im dri,edusourc implement,edusourc project,searchconnect edusourc
11841922,0.2,0.3333333333333333,queri,rare queri,queri suggest,feedback queri,relev queri
4284206,0.2,0.3333333333333333,servic,web servic,servic select,servic configur,optim servic
3911283,0.0,0.0,applic,placement,applic instanc,instanc placement,resourc
3822664,0.2,0.3333333333333333,search engin,prospect search,queri,web search,prospect search engin
12003689,0.2,0.3333333333333333,social,social network,social relationship,social media,geographi
16387,0.2,0.3333333333333333,servic,web servic,servic matchmak,servic descript,servic advertis
4260406,0.0,0.0,curriculum portal,onlin curriculum,onlin curriculum portal,curriculum portal space,same portal
16706,0.2,0.2,identifi,resolut identifi,identifi resolut,identifi resolut identifi,web resourc
380451,0.2,0.3333333333333333,xml schema,xml document,xml schema specif,xml schema definit,way xml schema
4440031,0.2,0.3333333333333333,recommend,recommend system,recommend effect,recommend servic,user purchas
4447492,0.0,0.0,servic,p2p servic,servic discoveri,servic link,semant servic
91138,0.2,0.2,web access,view web access,web content,web content develop,view web content
7385442,0.0,0.0,secur,web,secur guarante,web applic,bass
4634522,0.2,0.3333333333333333,xml queri,xml rang,xml document,rang queri,xml rang queri
11807460,0.0,0.0,web page,malici page,malici web,malici web page,malici code
4513151,0.2,0.25,annot,social annot,larg annot,annot data,scale annot
21580,0.8,0.6666666666666666,rdf,jena,rdf graph,owl,semant web
11277694,0.2,0.5,link recommend,attribut,network structur,social network,user attribut
9128408,0.2,0.2,network,network communiti,social network,network generat,network communiti structur
4629357,0.2,0.14285714285714285,cobweb protocol,frame,html frame,frame behavior,check cobweb
10525045,0.4,0.4,mashup,program,mashroom,mashup oper,end-us program
796357,0.4,0.4,measur,network measur,trigger measur,measur infrastructur,remot measur
239996,0.2,0.25,contain,xqueri contain,contain problem,contain map,xqueri contain problem
4336366,0.0,0.0,specif page,web page,repres specif page,class attribut,specif retriev
7345863,0.0,0.0,web,web develop,web version,web object,web applic
681303,0.2,0.16666666666666666,similar,similar search,similar function,similar inform,carlo similar
9337801,0.0,0.0,traffic,p2p traffic,web traffic,traffic peer-to-p traffic,internet traffic
3953179,0.0,0.0,data,data record,web data,segment data,data extract data
11714006,0.0,0.0,queri languag,kiwi queri,languag kwql,kwql languag,queri languag kwql
13240315,0.0,0.0,tag semant,semant emerg,emerg semant,semant emerg semant,tag system
4332137,0.0,0.0,p2p,p2p web,approach,unstructur p2p,p2p system
97953,0.2,0.25,page segment,web page,web page segment,vision-bas page,page segment method
9524697,0.2,0.2,social network,network data,privat inform,social network data,infer attack
309782,0.4,0.3333333333333333,semant,semant search,semant inform,semant portal,semant web
3801417,0.0,0.0,web page,page annot,web page annot,annot tag,page annot tag
9920535,0.2,0.25,land page,ad,ad select,ad context,search ad
86329,0.2,0.3333333333333333,version,document version,file version,version histori,web document version
10414735,0.4,0.5,search,search engin,social search,search term,facet search
7821111,0.2,0.14285714285714285,rdf graph,network graph,rdf data,sparql,sparql semant
13064535,0.2,0.125,spoken web,web search,audio content,spoken web search,spoken web context
3613072,0.2,0.25,xqueri implement,full-text,full-text queri,complet xqueri,full-text search
5215473,0.0,0.0,flash,semant flash,flash search,search flash,flash search flash
5808407,0.4,0.6666666666666666,communiti,dens communiti,dens subgraph,communiti watch,artifici communiti
11628441,0.4,0.3333333333333333,review,review qualiti,review help,review text,onlin review
178963,0.4,0.5,tag recommend,social tag,modal,relat tag,tag co-occurr
9942031,0.4,0.2857142857142857,social network,problem,campaign,misinform,limit problem
4095236,0.0,0.0,ria,ria paradigm,web,web model,rich internet
11134936,0.2,0.5,folksonomi,learn folksonomi,folksonomi learn,folksonomi learn folksonomi,state-of-the-art folksonomi
4442736,0.2,0.5,transport similar,document similar,similar calcul,xml document similar,proport transport similar
706774,0.0,0.0,cach techniqu,substr cach,cach substr,substr cach techniqu,substr cach substr
4030772,0.4,0.4,web,web graph,web page,web project,thelarg web
336149,0.0,0.0,ontolog,onlin ontolog,ontolog construct ontolog,index ontolog,onlin ontolog construct
7243680,0.0,0.0,request,intent request,process request,request messag,inform intent request
9090671,0.0,0.0,meta knowledg,sparql queri,origin queri,web queri,sparql queri languag
183,0.2,0.3333333333333333,reput,reput system,trust valu,reput manag,global trust
464366,0.2,0.2,applic,applic data,web applic,globedb,data replic
7718394,0.2,0.25,data,applic data,data denorm,data servic,independ data
7273113,0.2,0.25,robot,robot exclus,txt,robot exclus protocol,txt file
4363952,0.0,0.0,network,network topolog,such network,network plan,tower height
251909,0.2,0.25,web,web page,web design,web site,web engin
10946910,0.2,0.2,languag model,queri,scale languag,search queri,languag style
858389,0.0,0.0,vulner web,web vulner,web vulner web,web applic,vulner web vulner
285729,0.2,0.16666666666666666,pagerank,pagerank vector,pagerank score,topic-sensit pagerank,singl pagerank
125048,0.0,0.0,graph,rdf graph,specif graph,mani rdf graph,rdf statement
13526048,0.2,0.25,topic initi,web document,initi detect,topic initi detect,topic initi rank
9061374,0.0,0.0,abstract process,profil,execut process,abstract ws-bpel,process ws-bpel
13545447,0.0,0.0,audit data,framework,data stream,stream data,data stream data
4036152,0.0,0.0,new content,new page,new contenton,new contenti,overhead
9098177,0.0,0.0,effect search,sailer,search effici,search engin,xml document
10633510,0.4,0.6666666666666666,tag,tag annot,document summar,tag rank,new tag
5170182,0.2,0.25,cach,index cach,list cach,memori cach,cach size
4001084,0.0,0.0,user locat,mobil user locat,user locat updat,anonymityof user locat,themobil user locat
10477594,0.0,0.0,onlin advertis,advertis audienc,other advertis,winner,model extern
4786762,0.0,0.0,bid,bid algorithm,bid strategi,bid optim,bid perform
89015,0.4,0.5,interact cyberdrama,interact storytel,cyberdrama generat,interact cyberdrama generat,interact entertain
13063481,0.0,0.0,similar,similar measur,similar search,certain similar,graph construct
823225,0.2,0.16666666666666666,ontolog,web ontolog,ontolog tool,reason ontolog,ontolog reason
4390411,0.2,0.25,request,request termin,long request,client request,earli request
14316718,0.0,0.0,optim outcom,contribut,mechan design,agent,optim reward
4219664,0.0,0.0,browser,browser state,browser cach,persist browser,client-sid browser
6009841,0.0,0.0,inform space,open inform,facet browser,user navig,adapt facet
10030413,0.0,0.0,communiti recommend,lda,orkut communiti,user latent,effect communiti
7029529,0.0,0.0,advertis,keyword advertis,search advertis,advertis bid,search keyword
11338040,0.2,0.14285714285714285,sentiment classif,sentiment classifi,sentiment data,align sentiment,domain
11556066,0.2,0.1,layout,webpag layout,time,fast layout,layout engin
95980,0.2,0.2,eca rule,xml xml,xml repositori,xml xml repositori,xml xml set
6153556,0.2,0.1111111111111111,chemic formula,formula search,chemic formula search,extract chemic formula,chemic formula extract
91382,0.0,0.0,claimak model,claimak system,new,graph model,new find
9123640,0.2,0.16666666666666666,network system,social network,search,associ search,research
979879,0.4,0.16666666666666666,semant,semant associ,semant web,semant associ search,semant web search
4610321,0.6,0.5,web,xml,semant web,web servic,function xml
4061779,0.2,0.25,document taxonomi,label document,hierarch classif,label document taxonomi,pre-defin taxonomi
9630659,0.0,0.0,user,advertis,frequenc cap,banner advertis,user privaci
4332212,0.2,0.16666666666666666,topic model,topic sentiment,sentiment model,topic sentiment model,topic facet
11108002,0.0,0.0,qualiti,qualiti contribut,qualiti ugc,high qualiti,near-optim qualiti
13062406,0.4,0.6666666666666666,network,social network,affili network,model,recent model
3311689,0.4,0.2857142857142857,user interfac,interfac toolkit,user interfac toolkit,graphic user interfac,interfac toolkit approach
4535840,0.4,0.5,servic servic,web servic,web servic servic,servic servic orient,access control
107722,0.0,0.0,web data,dynam web,dynam web data,push-pul,adapt push-pul
4493351,0.0,0.0,summari set,photo set,geo-referenc photo,geo-referenc photo set,summari algorithm
7839955,0.0,0.0,tag semant,flickr tag,flickr tag semant,event semant,metadata
