10178588,precision,0.0,recall,0.0,['domain examples', 'latent space domain', 'values across domains', 'domains with high', 'space domain', 'transferable across domains', 'related out domain', 'domains and latent', 'different domain', 'domains hard']
704848,precision,0.0,recall,0.0,['infrastructure for nomadic', 'ebag infrastructure', 'web infrastructure', 'school children', 'learning this paper', 'nomadic learning', 'generic infrastructure', 'work with school', 'interactive school', 'school materials']
334718,precision,0.1,recall,0.16666666666666666,['soft matching patterns', 'soft pattern', 'matching patterns', 'patterns for generating', 'text patterns', 'patterns are able', 'definition sentences', 'definition generation', 'definitions using hand-crafted', 'definitional question']
10460577,precision,0.1,recall,0.14285714285714285,['related information', 'information from flickr', 'trip related', 'tourist photos', 'flickr uploading tourist', 'temporal information', 'mining information', 'tourist sites', 'geo-tagged photos', 'activity on photo']
10023569,precision,0.1,recall,0.5,['applications dynamic resource', 'multi-service web applications', 'resources for applications', 'multi-service application', 'performance objectives', 'web applications', 'applications dynamic', 'front-end service', 'other services', 'multiple services']
13059029,precision,0.0,recall,0.0,['evolution of topics', 'evolution graphs', 'graphs reveal concrete', 'topology of topic', 'topics over time', 'web of topics', 'distribution of topics', 'restriction in topic', 'discovered topics', 'topics at fixed']
696215,precision,0.0,recall,0.0,['multimedia web objects', 'retrieving multimedia web', 'multimedia web', 'multimedia pagerank algorithm', 'web objects', 'multimedia objects', 'multimedia pagerank', 'web pages', 'other multimedia', 'web documents']
825446,precision,0.1,recall,0.1111111111111111,['web applications', 'uniform semantically rich', 'semantic web', 'information grid', 'grid resources', 'rich access', 'prototype implementation', 'smooth continuum', 'grid framework', 'availability of machine']
3766621,precision,0.0,recall,0.0,['query semantic similarity', 'time-dependent query semantic', 'query similarity', 'query semantic', 'time-dependent query', 'measure of queries', 'data for similarity', 'search queries', 'semantic similarity', 'measure similarity']
13064160,precision,0.0,recall,0.0,['title model', 'web scale', 'powerful models', 'implementation called word', 'model with minimal', 'document titles', 'algorithms for web', 'multi-style modeling', 'web contents', 'matched model']
13061804,precision,0.2,recall,0.5,['correcting misspelled queries', 'correction for query', 'spell corrected', 'query completion', 'correction pairs', 'transformation model', 'search algorithm', 'search space', 'input queries', 'phenomenon among search']
310161,precision,0.1,recall,0.3333333333333333,['web services composition', 'web services', 'services composition', 'new services', 'prototype service', 'service instances', 'service capabilities', 'service creation', 'services the demand', 'composition of web']
10844303,precision,0.1,recall,0.5,['user search query', 'clustering query refinements', 'search engine queries', 'user query', 'user search behavior', 'search query', 'clustering query', 'user search', 'query refinements', 'engine queries']
9940239,precision,0.1,recall,0.14285714285714285,['bandit algorithm', 'bandit problem', 'news article recommendation', 'contextual bandit', 'new algorithm', 'learning algorithm', 'context-free bandit', 'users and articles', 'article recommendation', 'news articles']
3598588,precision,0.0,recall,0.0,['evaluation of internet', 'internet search', 'internet based applications', 'evaluation purposes', 'purposes of algorithms', 'web the purpose', 'development and evaluation', 'applications is appropriate', 'search engine', 'dataset for development']
4644622,precision,0.0,recall,0.0,['social networking software', 'privacy and surveillance', 'issues regarding privacy', 'networks as information', 'information and communication', 'social networking', 'networking software', 'communication technologies', 'patterns of communication', 'information seeking']
62825,precision,0.0,recall,0.0,['resource allocation phase', 'pages change', 'problem of change', 'resource allocations', 'queries continuous queries', 'web pages', 'change and users', 'allocation phase', 'dynamic changes', 'scheduling phase']
54303,precision,0.1,recall,0.25,['activity models', 'activities of interest', 'class of activities', 'human activity', 'day-to-day activity', 'definitions of activities', 'activity recognition', 'activities that scales', 'view of activity', 'labeled activities']
9629719,precision,0.0,recall,0.0,['matching queries', 'search sponsored search', 'search results', 'query representation', 'rare queries', 'popular queries', 'query time', 'access at query', 'queries to relevant', 'web search']
4530378,precision,0.0,recall,0.0,['web content', 'integration of web', 'location-specific web', 'web search', 'local web', 'map interface', 'hyperlink architecture', 'system integration', 'client-server architecture', 'information system']
494956,precision,0.0,recall,0.0,['news article', 'ranks news', 'news sources', 'set of news', 'stream of news', 'academic news', 'indexing news', 'news search', 'evolution of news', 'news information']
13064730,precision,0.0,recall,0.0,['problem when services', 'synchronizable services', 'synchronizability problem', 'services interact', 'set of services', 'synchronizability choreography', 'services involve message', 'service oriented', 'open problem', 'undecidable problem']
10464296,precision,0.0,recall,0.0,['tolerant wiki wikis', 'wiki system', 'wiki wikis', 'semantics and ease-of-use', 'dtwiki system', 'simple semantics', 'make wiki', 'system is able', 'snapshots allow wiki', 'wiki software']
280273,precision,0.0,recall,0.0,['keys for xml']
1168781,precision,0.0,recall,0.0,['cam applications', 'rural computing applications', 'mobile computing applications', 'mobile applications', 'mobile phone computing', 'computing applications', 'rural developing world', 'applications are difficult', 'rural device', 'rural computing']
3884003,precision,0.1,recall,0.2,['continuous aggregation queries', 'continuous query cost', 'aggregation queries', 'query execution cost', 'cost based query', 'data dissemination networks', 'client query', 'data aggregators', 'query cost', 'continuous queries']
10524156,precision,0.1,recall,0.2,['mashup navigation system', 'mashup navigation', 'navigation system', 'navigation for data', 'data api', 'build interesting mashups', 'semantic-based mashup', 'api network', 'interesting mashups', 'system is accessible']
11034828,precision,0.1,recall,0.25,['tag recurrence', 'development of tag', 'social tagging', 'tag suggestion', 'tags are likely', 'recurrence dynamics', 'dynamics of social', 'suggestion techniques', 'useful insights', 'findings provide useful']
9900214,precision,0.0,recall,0.0,['personalized web search', 'web search', 'personalized search', 'exploration searches', 'search system', 'models personalized web', 'search result', 'exploratory searches', 'top of search', 'traditional search']
10795381,precision,0.0,recall,0.0,['interfaces for wikipedia', 'faceted interfaces', 'wikipedia articles', 'set of wikipedia', 'information from wikipedia', 'exploration in wikipedia', 'interface discovery', 'vocabulary in wikipedia', 'facet hierarchies', 'wikipedia this paper']
1194809,precision,0.1,recall,0.16666666666666666,['navigation session', 'common navigation', 'navigation this paper', 'back navigation', 'navigation activities', 'user study', 'terms of navigation', 'design and user', 'users in back', 'user evaluation']
611826,precision,0.0,recall,0.0,['edge caching\\/offloading', 'edge resources', 'fragment caching', 'evaluation of edge', 'caching and page', 'caching\\/offloading for dynamic', 'dynamic content delivery', 'such content', 'client-side proxies', 'resources such']
13778833,precision,0.0,recall,0.0,['crawl accuracy', 'classification accuracy', 'accuracy and harvest', 'crawl scalability', 'harvest rate', 'several metrics', 'system across several', 'repositories of web', 'web pages', 'web use']
10599039,precision,0.0,recall,0.0,['privacy management', 'privacy settings', 'enforcement of privacy', 'privacy preferences', 'collective privacy', 'privacy policies', 'collaborative management', 'collaborative enforcement', 'mechanism for collaborative', 'settings for shared']
4499757,precision,0.0,recall,0.0,['learning methods', 'machine learning', 'new method', 'basic machine', 'function of web', 'graphs until convergence', 'different graphs', 'web elements', 'functional categories', 'rank value']
506497,precision,0.1,recall,0.14285714285714285,['social network', 'network analysis', 'modeling with community', 'models for semantic', 'generative bayesian models', 'semantic community', 'semantic topic', 'generative models', 'probabilistic models', 'bayesian models']
3606160,precision,0.0,recall,0.0,['queries involve data', 'data sources', 'data items', 'data refresh times', 'query results', 'data aggregators', 'web data', 'data from multiple', 'dynamics of data', 'commonality of data']
11227602,precision,0.0,recall,0.0,['relationship strength', 'strength from interaction', 'strength in online', 'modeling relationship', 'representation of relationship', 'heterogeneous relationship', 'relationship information', 'user similarity', 'interaction activity', 'networks with heterogeneous']
399111,precision,0.2,recall,0.18181818181818182,['reviewers and authors', 'potential reviewers', 'web applications', 'conflict of interest', 'relationships among potential', 'entities and relationships', 'social network', 'semantic web', 'interest detection', 'application discovers various']
4411833,precision,0.1,recall,0.1111111111111111,['web page', 'content-full page', 'approach to content', 'same page', 'rendering of web', 'content extraction', 'number of experiments', 'clustering approach', 'clean content-full', 'speed rendering']
13505677,precision,0.1,recall,0.2,['learning with feature', 'reinforcement learning', 'similarity in information', 'content-based similarities', 'node similarity', 'information network', 'image-rich information', 'link-based and content-based', 'retrieval in image-rich', 'algorithms for computing']
9324907,precision,0.0,recall,0.0,['search results page', 'problem for search', 'results quicklinks', 'search engines', 'set of quicklinks', 'query results', 'real-world search', 'combinatorial optimizaton problem', 'quicklink selection', 'set of websites']
300908,precision,0.0,recall,0.0,['constraint extension', 'extension to scalable', 'scalable vector', 'vector graphics']
13530223,precision,0.0,recall,0.0,['blog posts', 'titles of blog', 'influential web', 'web social', 'web logs', 'further evaluation', 'time interval', 'ideas for further', 'evaluation techniques', 'account their context']
4620314,precision,0.0,recall,0.0,['automatic web image', 'automatic image classification', 'web image handling', 'web image', 'image classification', 'automatic image', 'image categories', 'pages include images', 'image features', 'image handling']
9919962,precision,0.0,recall,0.0,['online social networks', 'links in networks', 'social network', 'links in online', 'datasets from epinions', 'slashdot and wikipedia', 'signed links', 'online social', 'light on theories', 'theories of balance']
3781026,precision,0.0,recall,0.0,['web search queries', 'search queries', 'web search', 'continuous search', 'search systems', 'search engine', 'new optimization method', 'such queries', 'wide web', 'new optimization']
70733,precision,0.0,recall,0.0,['adaptation for users', 'users of mobile', 'map adaptation', 'mobile systems']
5208196,precision,0.0,recall,0.0,['profile improved search', 'information to search', 'search results', 'user profile', 'search personalized web', 'search quality', 'way for users', 'higher-level user', 'search engine', 'users are uncomfortable']
1021018,precision,0.2,recall,1.0,['web users search', 'users search', 'search interaction', 'web users', 'interaction behavior', 'variability in web', 'web search', 'behavioral variability', 'search behaviors', 'volunteer users']
13061707,precision,0.0,recall,0.0,['credibility on twitter', 'information credibility', 'credibility of news', 'assessing the credibility', 'credibility of items', 'posted on twitter', 'microblog postings', 'microblogging service', 'sample of twitter', 'twitter are truthful']
4339859,precision,0.0,recall,0.0,['cf approach', 'cf filtering systems', 'centralized cf', 'decentralized cf', 'overlay network', 'sparsity problem', 'autonomous agents', 'p2p overlay', 'cooperative agents', 'traditional centralized']
4606619,precision,0.0,recall,0.0,['varioustechniques for ranking', 'ranking methods', 'ranking techniques', 'learning-based ranking', 'basic ranking', 'ranking schemes', 'novel ranking', 'ranking results', 'access date', 'file content']
9899579,precision,0.0,recall,0.0,['insecure javascript practices', 'insecure javascript', 'web javascript', 'practices of javascript', 'javascript code', 'javascript dynamic', 'javascript inclusion', 'javascript files', 'browser-based security attacks', 'secure technique']
254899,precision,0.0,recall,0.0,['web application vulnerabilities', 'securing web applications', 'application vulnerabilities', 'code considered vulnerable', 'web applications', 'application code', 'analysis and runtime', 'application security', 'securing web', 'vulnerabilities in legacy']
69736,precision,0.1,recall,0.16666666666666666,['ontology mapping process', 'ontology mapping', 'semantic web ontologies', 'processing across ontologies', 'ontology glue', 'mapping process', 'web ontologies', 'different ontologies', 'other ontology', 'semantic mappings']
9096332,precision,0.0,recall,0.0,['efficient similarity', 'efficient algorithms', 'computing similarity', 'several existing algorithms', 'similarity values', 'previous algorithms', 'pairs of records', 'possible pairs', 'prefix filtering principle', 'records such']
9228586,precision,0.0,recall,0.0,['relations between objects', 'learning problem', 'new statistical learning', 'learning technology', 'information in ranking', 'relation information', 'learning task', 'search learning', 'new learning', 'ranking model']
13061595,precision,0.1,recall,0.25,['search query logs', 'web search', 'search logs', 'search query', 'extraction from search', 'query logs', 'extraction from web', 'web documents', 'search engine', 'extract entities']
4478865,precision,0.0,recall,0.0,['comparative web', 'web search', 'comparative pages', 'search system', 'comparative contents', 'relevant and comparative', 'comparative information', 'web users', 'ranking of web', 'novel search']
650974,precision,0.0,recall,0.0,['sites users', 'web sites', 'such content', 'popular sites', 'such sites', 'extraneous content', 'game between content', 'content delivery', 'content owners', 'tension between content']
10525233,precision,0.0,recall,0.0,['web applications', 'web authentication', 'recent web', 'authentication protocol', 'new web', 'mutual http authentication', 'many recent', 'interoperability with many', 'many features', 'http authentication']
341457,precision,0.1,recall,0.16666666666666666,['web service interface', 'constraints than service', 'web services', 'service interface', 'constraints on method', 'signature constraints', 'protocol constraints', 'consistency constraints', 'propositional constraints', 'kinds of constraints']
4335483,precision,0.0,recall,0.0,['xml schema documents', 'xml schemas', 'standard xml', 'schema documents', 'documentation with xslt', 'xml technologies', 'xml syntax', 'documentation through standard', 'schema information', 'extensible schema']
886716,precision,0.2,recall,0.4,['web data', 'web retrieval', 'high query throughput', 'retrieval system', 'web search', 'web sites', 'query processing', 'ocean of web', 'high query', 'number of web']
1084549,precision,0.0,recall,0.0,['stream video', 'video using patching', 'service providing video', 'video on demand', 'patching if clients', 'stream playback', 'appropriate for streaming', 'continuous stream', 'peer-to-peer patching', 'patching techniques']
10814222,precision,0.0,recall,0.0,['dynamic social networks', 'social networks anonymization', 'network data', 'privacy risks', 'social network', 'network instances', 'dynamic network', 'networks anonymization', 'privacy of users', 'network such']
54487,precision,0.0,recall,0.0,['ontologies modeling', 'management of ontology', 'well-known ontologies', 'ontologies the vision', 'ontologies describing different', 'dependencies between ontologies', 'ontology changes', 'many ontologies', 'new ontologies', 'modeling the same']
9098176,precision,0.0,recall,0.0,['search over xml', 'keyword proximity queries', 'search efficiency', 'proximity search', 'xml documents', 'high search', 'keyword queries', 'keyword proximity', 'ranking compact', 'keywords into consideration']
1029161,precision,0.0,recall,0.0,['attribute names', 'hattribute name', 'correspondences between values', 'automatic data', 'data extraction', 'first establishing correspondences', 'partial correspondences', 'algorithms and indexing', 'variety of domains', 'specification documents']
4221270,precision,0.0,recall,0.0,['pages for advertisement', 'web pages', 'pages display contextual', 'advertising keywords', 'unseen pages', 'example pages', 'keywords from web', 'potential keyword', 'new keywords', 'number of web']
6746528,precision,0.0,recall,0.0,['yahoo answers', 'answer characteristics', 'attributes and answer', 'particular answer', 'answer ratings', 'categories resemble expertise', 'forum categories', 'user attributes', 'diversity of categories', 'categories where factual']
598819,precision,0.0,recall,0.0,['popular web hot', 'representations of popular', 'popular web', 'graph restructuring', 'site graph', 'popular traversals', 'information in order', 'access patterns', 'popular hot', 'large access']
259993,precision,0.0,recall,0.0,['content dynamic web', 'content dynamic', 'web content', 'dynamic web', 'management services', 'information management', 'reconfiguration coordinates service', 'dynamic coordination', 'mechanism brings dynamism', 'content and format']
9947418,precision,0.0,recall,0.0,['applications with security', 'reviewable application-specific security', 'web application', 'privileges to application', 'application components', 'application-specific security', 'security review', 'webmail application', 'security properties', 'web framework']
3951262,precision,0.2,recall,0.5,['web search', 'search results', 'ranking scheme', 'new metrics', 'affinity rank', 'top search', 'novel ranking', 'information richness', 'new scheme', 'amount of information']
9605532,precision,0.0,recall,0.0,['review with opinions', 'integrated opinion', 'user opinions', 'lots of opinions', 'opinion summaries', 'use semi-supervised topic', 'semi-supervised topic', 'different topics', 'topic modeling', 'kinds of topics']
9415986,precision,0.0,recall,0.0,['review helpful', 'phenomenon of review', 'following review', 'book reviews', 'same product', 'evaluate these opinions', 'amazon.com helpfulness', 'modeling opinion', 'text in opinion', 'helpfulness votes']
9392629,precision,0.1,recall,0.2,['web for personal', 'personal information space', 'web studies', 'web activity', 'stationary web', 'mobile web', 'personal information', 'personal space', 'activity categories', 'user studies']
1833006,precision,0.0,recall,0.0,['application server configuration', 'algorithm for application', 'application server', 'configuration parameters', 'web application', 'brokerage application', 'enterprise applications', 'optimal configuration', 'latin hypercube sampling', 'server configuration']
4281337,precision,0.2,recall,0.3333333333333333,['labeling text documents', 'active learning methods', 'text documents', 'mode active', 'active learning', 'batch of text', 'batch mode', 'learning algorithm', 'informative documents', 'text categorization']
4382315,precision,0.0,recall,0.0,['tree focused crawlers', 'focused crawler', 'search engines', 'personalized search', 'scalability problem', 'topic-oriented or personalized', 'decision tree', 'problem of topic-oriented', 'text using decision', 'choice of strategy']
11639816,precision,0.0,recall,0.0,['session model', 'lda-based taste model', 'taste model', 'models of music-listening', 'other models', 'baseline model', 'lda model', 'graphical model', 'listening sessions', 'models of different']
375779,precision,0.0,recall,0.0,['ranking svm models', 'rank definition', 'models for definition', 'problem of definition', 'definition search', 'svm or ranking', 'model and ranking', 'svm models', 'definition candidates', 'definitional excerpts']
11638887,precision,0.1,recall,0.25,['results result diversity', 'search results result', 'results result', 'result diversity', 'search results', 'randomly selected queries', 'result diversification', 'facets of queries', 'set of queries', 'system for result']
4400590,precision,0.0,recall,0.0,['colorblind users', 'edge-services for colorblind', 'efficient edge-services']
9638439,precision,0.0,recall,0.0,['ad matching', 'ad clickability', 'data makes ad', 'suggesting additional bidterms', 'additional bidterms', 'matching difficult', 'bidterm suggestion', 'large-scale bidterm', 'bidterms consistent', 'models an advertiser']
4358470,precision,0.0,recall,0.0,['data dissemination', 'replication constraints', 'queries over xml', 'modeling data', 'nature of data', 'p2p databases', 'data and replicas', 'databases this paper', 'query algebra', 'xml p2p']
4295146,precision,0.1,recall,0.16666666666666666,['xml data processing', 'xml processing architecture', 'xml application', 'xml processing', 'xml data', 'behavior xml', 'server-side xml', 'xml virtual', 'diverse xml', 'integrated xml']
178204,precision,0.1,recall,0.2,['edge services architecture', 'systems is data', 'data replication', 'server system', 'replication for edge', 'service system', 'specific data', 'edge server', 'edge service', 'object architecture']
4311242,precision,0.0,recall,0.0,['proximity measures', 'above measures', 'family of measures', 'arbitrary node', 'subset of nodes', 'directed graph', 'web-specific application', 'disjoint anchors', 'web pages', 'pre-specified subset']
10071923,precision,0.0,recall,0.0,['global optimization', 'global qos constraints', 'optimization with local', 'optimal decomposition', 'global constraints', 'decomposition of global', 'local constraints', 'global qos', 'qos constraints', 'service compositions']
37588,precision,0.0,recall,0.0,['full-text index']
13064442,precision,0.0,recall,0.0,['authoritative web', 'web resource', 'technological solution', 'model parameters', 'decision model', 'key concepts', 'versioned authoritative', 'syntactic complexity', 'important concepts', 'complexity of writing']
91574,precision,0.1,recall,0.125,['web pages', 'document text', 'web structure', 'description of pages', 'pages the structure', 'classification and description', 'target document', 'utility of document', 'research using web', 'clusters of web']
11782911,precision,0.0,recall,0.0,['twitter users', 'contagion on twitter', 'twitter idioms', 'issue on twitter', 'interactions among twitter', 'analogs of twitter', 'different widely-adopted hashtags', 'hashtags on different', 'information spread', 'hashtag spreads']
3713227,precision,0.0,recall,0.0,['retrieval paradigm', 'conventional text\\/hypertext retrieval', 'information retrieval', 'navigation-aided retrieval', 'retrieval model', 'conventional retrieval', 'points for navigation', 'retrieval users', 'new retrieval', 'text\\/hypertext retrieval']
9450256,precision,0.1,recall,0.25,['analysis for javascript', 'static control-flow analysis', 'javascript programs', 'control-flow analysis', 'static analysis', 'analysis for ajax', 'analysis tackles numerous', 'code generation', 'dynamic code', 'web applications']
5935869,precision,0.0,recall,0.0,['modeling with network', 'topic model', 'network regularization', 'model is general', 'modeling and social', 'models and discrete', 'topics in text', 'network structure', 'network analysis', 'social network']
11052867,precision,0.0,recall,0.0,['querying structured web', 'structured web data', 'query answering system', 'data sources', 'answering conjunctive queries', 'queries over linked', 'query results', 'structured data', 'up-to-date query', 'query answering']
3763098,precision,0.1,recall,0.2,['available web services', 'coordination web service', 'available web', 'web services', 'service infrastructure', 'coordination service', 'available despite site', 'provisions for availability', 'services due', 'service autonomy']
3604050,precision,0.1,recall,0.25,['data streams', 'stream windows', 'landmark stream', 'synthetic click streams', 'duplicates in data', 'detection in data', 'fraud detection', 'comprehensive set', 'various applications', 'applications including fraud']
1244480,precision,0.0,recall,0.0,['representation of xml', 'xml for internet', 'efficient representation', 'internet applications', 'models for efficient', 'programming models', 'algorithms and programming']
4610235,precision,0.0,recall,0.0,['pages and hyperlinks', 'website topic hierarchy', 'web pages', 'website topic', 'approach to website', 'model the website', 'real websites', 'edge weights', 'structure using weighted', 'weighted directed graph']
72036,precision,0.0,recall,0.0,['learning website wrappers', 'learning system', 'wrapper learning', 'problem of learning', 'wrapper-learning systems', 'different representations', 'token-level representations', 'representations include dom-level', 'learning rate', 'system is modular']
14316716,precision,0.0,recall,0.0,['participation and quality', 'design of mechanisms', 'attention rewards', 'rewards such', 'rewards in settings', 'kinds of rewards', 'monetary rewards', 'total reward', 'high quality', 'quality content']
204586,precision,0.0,recall,0.0,['traditional web caching', 'web caching', 'caching techniques', 'caching despite traditional', 'traditional web', 'redundant data', 'techniques index', 'value-based web', 'index data', 'advertising content']
554346,precision,0.1,recall,0.14285714285714285,['pagerank using features', 'static ranking', 'paper on pagerank', 'web pages', 'beyond pagerank', 'ranking machine', 'ranking pairwise', 'static features', 'learning for static', 'brin and page']
13060588,precision,0.2,recall,0.5,['trustworthy sources', 'web sources', 'source selection', 'sources from autonomous', 'effective source', 'sourcerank selects popular', 'popular and trustworthy', 'deep web', 'trust and relevance', 'sourcerank selects']
10565631,precision,0.0,recall,0.0,['data distribution', 'method for data', 'web data', 'data skew', 'input data', 'data items', 'data to fixed', 'large-scale distributed reasoning', 'reasoning approaches', 'skewed frequency distributions']
9589313,precision,0.0,recall,0.0,['automated attacks', 'attacks on social', 'theft attacks', 'attacker is able', 'first attack', 'cloning attack', 'potential attacker', 'advanced attack', 'networking sites', 'personal user information']
4266814,precision,0.1,recall,0.25,['interest-based model', 'number of short-range', 'short-range links', 'semantic overlay', 'search for information', 'retrieval using semantic', 'shortcut-based search', 'network traffic', 'semantic small', 'information retrieval']
634472,precision,0.0,recall,0.0,['semantics for owl', 'owl fa', 'metamodeling architecture', 'extension of owl', 'fa semantics', 'paper proposes owl', 'problem of owl', 'owl dl', 'architecture of rdfs', 'metamodeling extension']
4358143,precision,0.0,recall,0.0,['graphs pagerank', 'pagerank scores', 'normalized pagerank', 'standard pagerank', 'pagerank measure', 'importance ranking', 'computed importance', 'importance scores', 'computable normalization', 'link-based importance']
4343151,precision,0.1,recall,0.3333333333333333,['consecutive page', 'page versions', 'past pages', 'past web', 'browser shows past', 'versions are animated', 'web resources', 'multiple past', 'data from multiple', 'browser enables automatic']
13534577,precision,0.1,recall,0.25,['trends in blogs', 'blogs and topics', 'subset of blogs', 'crosslanguage blog', 'blog mining', 'blogs across languages', 'sequence of blog', 'blogs and news', 'blog post', 'mining and trend']
6713423,precision,0.0,recall,0.0,['xml and\\/or graphs', 'interests on xml', 'labeling of graphs', 'collections of xml', 'semantic web', 'web ontology', 'web data', 'fact that web', 'graphs for efficient', 'graph connectivities']
10901561,precision,0.2,recall,0.5,['web indexing', 'web of data', 'user application', 'holistic approach', 'data browsing services', 'semantic web', 'user interaction', 'responsive user', 'end user', 'logic reasoning']
4614551,precision,0.0,recall,0.0,['clustering web', 'web documents', 'web directories', 'objects for clustering', 'clustering is useful', 'k-means algorithm', 'representation uses symbolic', 'symbolic objects', 'classic algorithm', 'several activities']
1008874,precision,0.0,recall,0.0,['small world network', 'network topology', 'network application', 'world peer networks', 'collaborative peer network', 'random network', 'query response', 'learning scheme', 'response interactions', 'simple learning']
5664663,precision,0.0,recall,0.0,['search engine queries', 'search queries', 'queries local', 'distinctive queries', 'content and queries', 'query logs', 'engine queries', 'queries with geography', 'classes of queries', 'variation in search']
4469495,precision,0.0,recall,0.0,['result web pages', 'infringement web', 'copyright reserved seed-text', 'copyright infringement', 'infringement texts', 'result web', 'web pages', 'epci extracts', 'result pages', 'search result']
